,cv_step,th_majority,th_mode,th_multiplier,mk_size,accuracy,recall,specificity,precision,dt_mean,dt_std,dt_median
268,0,0.7,daytime,1.1,1,0.48,0.019,1.0,1.0,0.0,0.0,0.0
269,0,0.7,daytime,1.1,3,0.48,0.019,1.0,1.0,0.0,0.0,0.0
270,0,0.7,daytime,1.1,5,0.48,0.019,1.0,1.0,0.0,0.0,0.0
271,0,0.7,daytime,1.1,7,0.48,0.019,1.0,1.0,0.0,0.0,0.0
272,0,0.7,daytime,1.15,1,0.48,0.019,1.0,1.0,0.0,0.0,0.0
273,0,0.7,daytime,1.15,3,0.48,0.019,1.0,1.0,0.0,0.0,0.0
274,0,0.7,daytime,1.15,5,0.48,0.019,1.0,1.0,0.0,0.0,0.0
275,0,0.7,daytime,1.15,7,0.48,0.019,1.0,1.0,0.0,0.0,0.0
276,0,0.7,daytime,1.2,1,0.48,0.019,1.0,1.0,0.0,0.0,0.0
277,0,0.7,daytime,1.2,3,0.48,0.019,1.0,1.0,0.0,0.0,0.0
278,0,0.7,daytime,1.2,5,0.48,0.019,1.0,1.0,0.0,0.0,0.0
279,0,0.7,daytime,1.2,7,0.48,0.019,1.0,1.0,0.0,0.0,0.0
280,0,0.8,simple,1.0,1,0.47,0.0,1.0,0.0,999999999.0,0.0,999999999.0
281,0,0.8,simple,1.0,3,0.47,0.0,1.0,0.0,999999999.0,0.0,999999999.0
282,0,0.8,simple,1.0,5,0.47,0.0,1.0,0.0,999999999.0,0.0,999999999.0
283,0,0.8,simple,1.0,7,0.47,0.0,1.0,0.0,999999999.0,0.0,999999999.0
284,0,0.8,simple,1.05,1,0.47,0.0,1.0,0.0,999999999.0,0.0,999999999.0
285,0,0.8,simple,1.05,3,0.47,0.0,1.0,0.0,999999999.0,0.0,999999999.0
286,0,0.8,simple,1.05,5,0.47,0.0,1.0,0.0,999999999.0,0.0,999999999.0
287,0,0.8,simple,1.05,7,0.47,0.0,1.0,0.0,999999999.0,0.0,999999999.0
288,0,0.8,simple,1.1,1,0.47,0.0,1.0,0.0,999999999.0,0.0,999999999.0
289,0,0.8,simple,1.1,3,0.47,0.0,1.0,0.0,999999999.0,0.0,999999999.0
290,0,0.8,simple,1.1,5,0.47,0.0,1.0,0.0,999999999.0,0.0,999999999.0
291,0,0.8,simple,1.1,7,0.47,0.0,1.0,0.0,999999999.0,0.0,999999999.0
292,0,0.8,simple,1.15,1,0.47,0.0,1.0,0.0,999999999.0,0.0,999999999.0
293,0,0.8,simple,1.15,3,0.47,0.0,1.0,0.0,999999999.0,0.0,999999999.0
294,0,0.8,simple,1.15,5,0.47,0.0,1.0,0.0,999999999.0,0.0,999999999.0
295,0,0.8,simple,1.15,7,0.47,0.0,1.0,0.0,999999999.0,0.0,999999999.0
296,0,0.8,simple,1.2,1,0.47,0.0,1.0,0.0,999999999.0,0.0,999999999.0
297,0,0.8,simple,1.2,3,0.47,0.0,1.0,0.0,999999999.0,0.0,999999999.0
298,0,0.8,simple,1.2,5,0.47,0.0,1.0,0.0,999999999.0,0.0,999999999.0
